sport_type,knee_flexion,hip_angle,elbow_angle,shoulder_rotation,trunk_lean,knee_valgus_angle,symmetry,flag_knee_hyperext,flag_knee_valgus,flag_trunk_lean,flag_low_symmetry,risk_level,risk_label
OTHER,72.86,106.65,52.82,153.53,58.0,151.31,39.87,1,1,1,1,3,critical
WRESTLING,62.05,92.97,56.22,152.66,59.5,146.05,47.63,0,1,1,1,2,high
BASKETBALL,87.56,131.96,79.62,128.14,25.76,161.14,64.09,0,1,0,1,2,high
RUGBY,111.01,138.0,84.79,125.17,36.62,158.58,73.07,0,1,1,1,1,moderate
TENNIS,86.42,102.8,44.07,185.0,53.39,141.91,50.59,1,1,1,1,3,critical
CYCLING,92.81,118.32,99.68,106.2,42.05,154.36,71.03,0,1,1,1,2,high
BOXING,162.94,167.13,148.1,104.4,13.48,169.29,85.21,0,0,0,0,0,low
GYMNASTICS,82.61,98.15,124.54,164.79,26.99,155.47,76.55,0,1,1,1,1,moderate
SWIMMING,114.75,127.61,60.67,178.08,19.48,158.82,64.58,0,1,1,1,2,high
CYCLING,101.6,122.49,77.99,91.8,49.63,157.82,64.54,1,1,1,1,2,high
HOCKEY,68.78,84.82,55.38,171.83,67.62,139.62,39.44,0,1,1,1,3,critical
SOCCER,137.25,156.29,147.57,65.74,9.94,172.84,89.17,0,0,0,0,0,low
RUGBY,137.1,138.68,116.61,107.44,28.54,171.68,90.24,0,0,0,0,0,low
CYCLING,107.78,118.84,79.06,113.13,41.03,153.35,65.38,0,1,1,1,2,high
WRESTLING,60.34,95.5,75.8,147.28,51.9,158.38,49.36,1,1,1,1,2,high
TRACK,92.91,123.23,47.03,115.31,34.55,148.93,54.85,0,1,1,1,3,critical
BASEBALL,139.58,152.97,102.11,174.65,21.3,175.04,88.84,0,0,0,0,0,low
OTHER,122.04,142.65,113.76,105.93,23.88,165.37,82.76,0,0,0,0,1,moderate
GYMNASTICS,101.4,162.58,133.39,147.44,14.8,165.85,90.16,0,0,0,0,0,low
CRICKET,78.1,109.51,66.96,180.72,39.41,158.2,57.32,1,1,1,1,2,high
CRICKET,132.03,160.25,113.54,147.55,15.77,168.52,87.45,0,0,0,0,0,low
CYCLING,149.89,151.13,152.31,76.21,15.3,172.76,88.24,0,0,0,0,0,low
SOCCER,90.82,137.24,113.03,111.82,27.65,161.06,62.78,0,1,1,1,2,high
RUGBY,58.78,115.88,48.86,160.58,62.61,147.17,41.06,1,1,1,1,3,critical
GYMNASTICS,123.78,107.85,149.81,146.81,29.46,157.36,90.87,0,1,0,0,0,low
AMERICAN_FOOTBALL,75.68,91.01,54.64,159.5,64.18,136.83,36.49,1,1,1,1,3,critical
HOCKEY,129.55,145.97,115.24,88.72,18.41,175.26,91.54,0,0,0,0,0,low
WRESTLING,93.02,121.76,105.55,142.66,47.34,156.72,61.15,0,1,1,1,1,moderate
TRACK,88.22,125.58,40.54,122.16,38.02,150.78,52.5,1,1,1,1,3,critical
TRACK,78.37,119.25,32.09,103.71,32.96,145.88,61.71,1,1,1,1,3,critical
HOCKEY,89.73,101.36,75.56,138.81,49.07,150.45,68.96,0,1,1,1,2,high
WRESTLING,99.78,132.41,85.39,97.26,24.51,171.14,84.43,0,0,0,0,0,low
GYMNASTICS,78.39,100.46,131.65,165.06,42.74,153.91,80.97,0,1,1,0,1,moderate
VOLLEYBALL,99.36,122.67,86.46,162.23,31.29,157.68,63.43,0,1,1,1,2,high
WRESTLING,116.91,126.72,95.03,98.16,39.26,171.37,84.27,0,0,1,0,0,low
WRESTLING,40.94,69.37,45.55,156.36,90.0,135.26,38.48,1,1,1,1,3,critical
BADMINTON,82.63,94.34,62.96,183.2,51.98,144.38,32.76,1,1,1,1,3,critical
CRICKET,117.38,130.28,92.14,168.9,30.88,159.54,64.05,0,1,1,1,1,moderate
RUGBY,97.37,118.13,71.7,129.74,51.63,152.98,60.81,0,1,1,1,2,high
BASKETBALL,113.61,148.05,84.29,120.82,22.19,168.28,79.65,0,0,0,1,1,moderate
TENNIS,144.26,162.61,161.08,162.23,16.68,170.62,90.18,0,0,0,0,0,low
TENNIS,145.1,167.1,151.5,156.31,22.12,171.75,81.4,0,0,0,0,0,low
GYMNASTICS,62.54,71.58,102.89,185.0,60.88,135.95,69.23,0,1,1,1,2,high
HOCKEY,131.55,128.44,113.63,70.0,39.25,170.31,77.97,0,0,1,1,0,low
BASEBALL,84.37,96.09,35.74,184.33,59.75,143.88,42.39,1,1,1,1,3,critical
TENNIS,103.0,118.85,76.99,181.66,43.94,160.8,48.18,1,1,1,1,2,high
BADMINTON,120.21,139.17,95.53,159.65,25.86,165.36,77.04,0,0,0,1,1,moderate
SWIMMING,116.62,128.92,58.5,169.08,28.42,153.91,67.57,1,1,1,1,2,high
BADMINTON,144.67,144.45,131.94,150.31,8.87,171.71,84.8,0,0,0,0,0,low
OTHER,122.15,137.88,98.78,122.85,21.49,166.98,76.12,0,0,1,1,1,moderate
SOCCER,118.48,149.59,118.6,84.83,19.37,163.83,76.02,0,1,0,1,1,moderate
AMERICAN_FOOTBALL,111.88,127.05,83.29,113.86,46.37,163.94,74.26,0,1,1,1,1,moderate
CRICKET,86.17,131.92,90.61,173.47,29.47,157.55,67.12,0,1,0,1,1,moderate
SWIMMING,97.85,111.14,54.1,180.02,37.21,137.37,53.26,0,1,1,1,3,critical
VOLLEYBALL,76.1,99.8,62.33,168.89,59.52,142.45,33.98,1,1,1,1,3,critical
SWIMMING,117.36,158.44,83.59,160.01,10.16,163.44,85.68,0,1,0,0,1,moderate
CRICKET,80.46,113.12,86.64,181.52,47.34,159.89,70.52,0,1,1,1,2,high
BASKETBALL,112.22,142.56,98.62,106.23,37.79,167.72,82.07,0,0,1,0,1,moderate
TRACK,85.87,111.21,38.53,108.06,30.28,142.09,66.44,0,1,1,1,3,critical
WRESTLING,107.43,129.69,90.91,99.16,28.91,170.99,73.91,0,0,0,1,0,low
BASEBALL,109.7,106.67,53.92,177.78,50.81,154.55,54.9,0,1,1,1,2,high
BASEBALL,137.72,154.27,103.43,175.01,17.91,171.31,74.87,0,0,0,1,0,low
BASEBALL,103.86,122.67,52.88,179.47,42.16,151.94,53.52,1,1,1,1,2,high
TRACK,119.91,147.04,73.32,93.9,15.82,167.41,80.25,0,0,0,0,1,moderate
RUGBY,94.61,111.75,68.92,128.79,55.01,152.11,63.12,0,1,1,1,2,high
VOLLEYBALL,62.01,99.92,74.71,175.87,50.45,142.48,42.68,1,1,1,1,3,critical
SWIMMING,143.65,145.62,78.05,158.15,20.99,158.72,79.94,0,1,0,1,1,moderate
TENNIS,146.91,165.4,122.26,145.03,24.27,172.75,84.0,0,0,0,0,0,low
VOLLEYBALL,101.24,140.28,102.93,165.76,19.58,164.48,75.34,0,1,0,1,1,moderate
BASEBALL,124.53,133.91,84.17,177.69,36.51,166.34,66.18,0,0,1,1,1,moderate
TRACK,104.67,140.37,53.48,94.19,31.81,155.38,71.48,0,1,1,1,2,high
OTHER,82.15,98.38,56.21,161.77,56.28,150.42,41.01,0,1,1,1,3,critical
OTHER,134.67,123.1,114.26,125.14,25.83,163.76,72.55,0,1,0,1,1,moderate
TRACK,87.49,114.25,40.12,123.51,27.19,156.25,50.22,1,1,0,1,3,critical
WRESTLING,47.09,74.47,32.8,166.84,62.53,142.46,30.83,1,1,1,1,3,critical
BASKETBALL,63.93,101.24,54.77,144.42,35.19,144.34,59.62,1,1,1,1,3,critical
RUGBY,103.44,128.32,92.24,131.81,38.59,163.74,66.5,0,1,1,1,1,moderate
BOXING,146.29,153.75,159.73,109.12,16.62,175.15,69.36,0,0,0,1,0,low
GYMNASTICS,103.02,102.66,126.55,165.51,46.36,162.18,72.48,0,1,1,1,1,moderate
CYCLING,108.44,122.08,98.28,95.07,46.92,160.34,73.38,0,1,1,1,2,high
BOXING,97.67,101.13,84.1,155.63,53.05,143.77,39.11,0,1,1,1,3,critical
SWIMMING,126.83,141.83,93.81,161.0,23.75,166.75,87.91,0,0,0,0,1,moderate
CRICKET,140.9,153.51,120.47,148.15,24.7,169.03,94.75,0,0,0,0,0,low
AMERICAN_FOOTBALL,81.25,102.75,50.22,166.75,73.59,137.11,65.55,1,1,1,1,3,critical
GYMNASTICS,91.18,79.18,127.74,175.75,33.75,156.71,77.07,0,1,1,1,1,moderate
BADMINTON,137.36,164.88,130.88,136.21,11.23,167.37,73.94,0,0,0,1,0,low
WRESTLING,89.65,107.83,95.91,110.56,38.16,163.59,75.14,0,1,1,1,1,moderate
TRACK,149.65,164.65,79.77,69.18,8.56,175.21,96.53,0,0,0,0,0,low
GYMNASTICS,43.75,64.22,61.61,185.0,64.43,132.37,39.02,1,1,1,1,3,critical
GYMNASTICS,54.95,103.89,136.66,173.11,27.22,150.21,75.05,0,1,0,1,1,moderate
GYMNASTICS,54.73,85.27,127.65,173.36,54.37,142.38,56.99,0,1,1,1,2,high
SOCCER,78.07,122.66,90.1,127.97,47.78,149.57,40.38,1,1,1,1,3,critical
TENNIS,103.64,131.24,83.62,182.28,37.69,159.78,57.34,0,1,1,1,2,high
BADMINTON,112.5,144.63,90.45,159.5,26.03,164.79,73.66,0,1,0,1,1,moderate
BADMINTON,107.0,122.99,101.68,160.76,24.69,159.71,72.39,0,1,0,1,1,moderate
RUGBY,119.1,130.13,77.68,127.73,41.13,161.76,73.2,0,1,1,1,1,moderate
OTHER,122.55,123.9,98.94,105.98,24.02,164.74,75.04,0,1,0,1,1,moderate
VOLLEYBALL,61.81,111.5,64.29,175.65,47.18,148.48,53.58,1,1,1,1,3,critical
BOXING,110.23,126.9,131.2,126.53,41.64,160.45,57.55,0,1,1,1,2,high
OTHER,94.09,112.3,77.27,156.92,45.92,154.95,61.16,1,1,1,1,3,critical
AMERICAN_FOOTBALL,128.05,146.31,106.13,80.01,33.35,172.74,85.93,0,0,1,0,0,low
BASKETBALL,123.84,144.32,95.7,123.23,21.83,165.66,79.79,0,0,0,1,1,moderate
SWIMMING,97.89,111.43,54.43,179.38,28.77,138.79,46.02,1,1,1,1,3,critical
CRICKET,88.95,115.23,76.39,177.26,46.95,152.53,64.31,0,1,1,1,2,high
BASEBALL,103.06,116.06,55.67,180.72,47.76,161.02,42.8,0,1,1,1,2,high
HOCKEY,63.5,71.25,49.14,132.09,66.03,151.41,35.88,1,1,1,1,3,critical
SOCCER,102.53,120.49,104.84,111.76,28.83,156.85,67.25,1,1,1,1,2,high
WRESTLING,86.48,91.05,95.16,127.07,48.78,154.43,55.53,0,1,1,1,1,moderate
SOCCER,70.62,108.63,92.94,135.96,48.8,149.36,52.8,1,1,1,1,3,critical
CRICKET,124.13,162.97,115.79,154.5,24.37,167.25,74.54,0,0,0,1,0,low
RUGBY,71.47,83.81,44.11,150.35,65.76,142.73,58.66,1,1,1,1,3,critical
GYMNASTICS,84.12,93.92,120.92,173.29,35.18,155.77,77.08,0,1,1,1,1,moderate
BASKETBALL,102.91,137.34,107.03,134.98,20.86,160.78,82.01,0,1,0,0,1,moderate
GYMNASTICS,64.62,133.2,149.31,149.2,30.4,162.53,88.29,0,1,1,0,0,low
CYCLING,148.46,155.35,136.5,64.88,17.14,173.44,93.68,0,0,0,0,0,low
WRESTLING,41.44,62.3,47.21,170.95,73.18,136.5,26.08,1,1,1,1,3,critical
OTHER,139.63,158.89,143.36,119.91,9.31,176.66,88.27,0,0,0,0,0,low
VOLLEYBALL,78.63,116.27,78.54,160.35,38.33,162.12,73.92,1,1,1,1,2,high
CYCLING,147.08,164.78,142.16,59.16,17.31,175.09,91.35,0,0,0,0,0,low
SWIMMING,110.78,136.82,84.67,180.29,31.83,159.97,74.72,0,1,1,1,2,high
SWIMMING,107.54,128.01,66.65,174.44,25.42,157.92,67.35,0,1,0,1,2,high
CRICKET,159.54,153.52,138.57,160.36,19.44,167.58,82.71,0,0,0,0,0,low
OTHER,152.71,157.24,121.37,89.25,15.21,168.56,85.97,0,0,0,0,0,low
WRESTLING,51.62,65.27,47.32,176.7,72.73,138.92,30.83,1,1,1,1,3,critical
SOCCER,138.54,156.71,160.12,83.29,11.66,176.01,90.98,0,0,0,0,0,low
BASEBALL,124.92,137.65,82.04,178.52,25.35,163.33,63.08,0,1,0,1,1,moderate
TENNIS,101.76,125.54,77.83,183.5,33.45,153.41,43.17,1,1,1,1,2,high
AMERICAN_FOOTBALL,127.64,150.66,130.75,92.57,30.42,166.0,78.63,0,0,1,1,0,low
SWIMMING,121.53,152.66,88.81,166.41,23.58,161.92,81.93,0,1,0,0,1,moderate
WRESTLING,71.04,109.99,91.22,134.61,40.28,153.89,72.78,0,1,1,1,1,moderate
GYMNASTICS,30.06,35.93,84.06,185.0,61.87,140.44,49.0,1,1,1,1,3,critical
SOCCER,82.94,109.67,92.39,117.85,41.88,153.61,50.92,0,1,1,1,3,critical
BOXING,99.94,93.59,89.58,147.79,38.11,142.93,54.0,1,1,1,1,3,critical
GYMNASTICS,67.05,76.59,106.43,172.39,63.25,145.61,64.86,1,1,1,1,2,high
RUGBY,76.11,92.44,47.1,138.15,64.95,144.05,39.79,0,1,1,1,3,critical
AMERICAN_FOOTBALL,74.03,89.3,65.48,153.98,59.97,152.61,54.78,1,1,1,1,3,critical
CRICKET,69.15,110.73,58.69,174.19,44.67,148.63,59.33,1,1,1,1,2,high
RUGBY,121.0,151.05,91.35,138.96,39.44,161.75,70.97,0,1,1,1,1,moderate
RUGBY,87.54,112.1,72.11,129.62,55.11,161.93,58.06,0,1,1,1,2,high
BASEBALL,91.42,107.06,40.04,183.1,49.64,146.46,44.05,1,1,1,1,3,critical
BOXING,90.06,89.3,78.18,150.22,45.94,147.74,39.43,1,1,1,1,3,critical
VOLLEYBALL,119.38,138.38,117.62,158.07,11.21,160.95,87.23,0,1,0,0,1,moderate
RUGBY,131.31,135.89,100.67,106.0,30.55,174.52,79.67,0,0,1,1,0,low
SOCCER,99.7,131.18,109.99,123.09,32.89,156.1,56.58,0,1,1,1,2,high
RUGBY,131.14,146.64,106.64,110.6,26.47,167.1,89.7,0,0,0,0,0,low
TENNIS,84.74,102.35,62.17,184.65,53.68,144.79,57.63,1,1,1,1,3,critical
SOCCER,111.51,137.16,139.6,83.01,16.3,164.75,76.61,0,1,1,1,1,moderate
GYMNASTICS,53.58,60.06,111.01,177.33,69.4,155.61,69.4,1,1,1,1,2,high
OTHER,114.88,133.35,110.63,120.8,22.01,168.53,83.47,0,0,0,0,1,moderate
CYCLING,108.61,117.43,92.98,99.39,44.66,157.46,68.72,1,1,1,1,2,high
TENNIS,74.98,102.87,59.54,185.0,60.46,148.49,33.84,1,1,1,1,3,critical
GYMNASTICS,78.25,115.78,135.02,170.4,36.64,162.66,78.54,0,1,1,1,1,moderate
BADMINTON,72.73,82.63,59.4,180.72,51.25,150.61,50.09,1,1,1,1,3,critical
BOXING,124.74,144.27,145.63,121.2,20.84,162.25,70.88,0,1,0,1,1,moderate
SOCCER,101.99,142.16,106.05,100.65,29.57,161.62,71.78,1,1,0,1,2,high
WRESTLING,49.28,62.59,33.73,164.73,79.62,139.08,36.91,1,1,1,1,3,critical
CYCLING,141.05,151.36,145.77,67.22,15.3,178.25,88.83,0,0,0,0,0,low
BADMINTON,122.69,139.12,108.99,156.96,26.29,162.37,69.66,0,1,0,1,1,moderate
BOXING,90.55,104.35,81.83,157.31,38.66,150.38,55.3,1,1,1,1,3,critical
GYMNASTICS,84.33,76.38,90.33,175.15,54.01,149.99,65.41,1,1,1,1,2,high
BASEBALL,139.71,161.14,106.72,146.56,18.68,164.85,80.69,0,1,0,0,0,low
TRACK,91.02,119.02,37.24,111.53,34.71,144.78,67.64,0,1,1,1,3,critical
CRICKET,133.68,158.83,113.22,146.88,26.64,165.79,74.21,0,0,0,1,0,low
OTHER,131.25,166.3,106.87,88.19,19.4,168.84,88.23,0,0,0,0,0,low
HOCKEY,133.81,137.35,130.35,85.21,33.71,173.29,87.61,0,0,1,0,0,low
CYCLING,124.81,133.76,117.77,85.86,32.74,166.3,83.57,0,0,1,0,1,moderate
RUGBY,90.32,123.27,56.18,147.08,49.06,145.97,56.73,0,1,1,1,2,high
SOCCER,85.09,109.33,103.3,110.24,43.66,136.7,36.29,1,1,1,1,3,critical
HOCKEY,64.63,83.13,62.54,175.0,61.88,141.4,44.01,0,1,1,1,3,critical
TRACK,149.23,159.69,91.84,69.26,10.02,169.82,96.68,0,0,0,0,0,low
WRESTLING,69.36,94.93,61.13,160.73,63.61,149.76,43.43,0,1,1,1,2,high
BASEBALL,140.73,150.94,98.0,156.61,28.09,170.52,83.5,0,0,0,0,0,low
CYCLING,96.17,100.0,67.21,125.73,62.15,140.11,54.1,1,1,1,1,3,critical
BOXING,140.99,152.85,171.3,93.35,21.83,173.57,90.48,0,0,0,0,0,low
HOCKEY,85.41,106.34,87.32,131.15,47.8,146.05,50.5,1,1,1,1,2,high
SOCCER,110.36,148.73,99.92,87.28,24.29,163.82,78.88,0,1,0,1,1,moderate
BASEBALL,99.17,119.44,66.34,184.51,44.32,160.25,51.3,0,1,1,1,2,high
AMERICAN_FOOTBALL,101.51,116.82,77.34,132.68,50.07,145.04,68.32,0,1,1,1,2,high
AMERICAN_FOOTBALL,133.64,155.88,118.09,103.08,30.26,171.73,95.98,0,0,1,0,0,low
BADMINTON,87.24,125.73,77.52,168.31,32.24,159.46,55.58,0,1,1,1,2,high
SWIMMING,135.12,157.43,115.65,145.77,10.08,170.42,95.67,0,0,0,0,0,low
AMERICAN_FOOTBALL,65.41,117.26,47.95,145.58,80.0,136.61,54.4,1,1,1,1,3,critical
SWIMMING,104.55,132.51,82.37,182.33,26.68,157.2,67.28,1,1,0,1,2,high
CYCLING,126.71,138.87,125.31,81.3,36.34,164.12,81.08,0,1,1,0,1,moderate
BASEBALL,89.9,127.77,45.0,173.84,41.94,151.75,58.49,0,1,1,1,2,high
OTHER,79.55,96.77,65.87,147.91,39.32,142.94,42.64,1,1,1,1,3,critical
RUGBY,107.38,138.31,103.76,120.1,32.51,158.51,74.35,0,1,1,1,1,moderate
HOCKEY,57.66,87.77,55.12,165.38,67.97,146.17,42.47,1,1,1,1,3,critical
TENNIS,118.06,114.95,71.19,174.89,36.33,156.07,54.93,1,1,1,1,2,high
BASEBALL,127.05,139.67,86.35,176.55,28.05,161.53,62.71,0,1,0,1,1,moderate
TRACK,139.19,166.64,88.42,48.52,8.16,176.15,100.0,0,0,0,0,0,low
BOXING,131.7,141.19,121.62,104.03,27.01,163.84,73.85,0,1,0,1,1,moderate
OTHER,129.5,129.99,105.82,124.22,30.04,170.25,76.52,0,0,1,1,1,moderate
AMERICAN_FOOTBALL,109.51,143.21,96.19,112.01,32.98,170.42,74.62,0,0,1,1,1,moderate
BASEBALL,111.25,123.7,36.83,176.21,43.5,157.69,58.46,0,1,1,1,2,high
TRACK,91.47,117.31,49.42,110.91,31.78,152.52,51.02,1,1,1,1,3,critical
BADMINTON,124.91,140.32,83.37,180.83,38.8,164.84,76.89,0,1,1,1,1,moderate
OTHER,100.49,114.8,84.52,145.28,36.75,157.0,67.3,1,1,1,1,2,high
BOXING,110.72,121.89,115.03,138.27,40.15,151.24,63.21,0,1,1,1,2,high
BASKETBALL,97.58,120.76,71.52,126.92,27.16,160.26,61.03,1,1,1,1,2,high
BASEBALL,95.05,103.0,43.61,182.5,60.29,143.03,55.16,1,1,1,1,3,critical
SOCCER,90.57,136.72,107.34,117.92,31.43,152.67,65.38,0,1,1,1,2,high
AMERICAN_FOOTBALL,76.52,86.89,36.49,157.6,51.82,143.51,46.42,1,1,1,1,3,critical
GYMNASTICS,105.64,143.35,139.78,167.85,23.37,168.37,92.37,0,0,0,0,0,low
TENNIS,104.45,122.26,82.44,184.07,45.53,150.4,54.62,1,1,1,1,2,high
RUGBY,106.5,137.38,85.73,110.67,41.05,169.29,74.33,0,0,1,1,1,moderate
OTHER,84.47,119.73,66.38,138.22,46.29,151.81,44.64,1,1,1,1,3,critical
RUGBY,130.75,157.0,94.74,99.69,32.39,167.03,84.45,0,0,1,0,0,low
HOCKEY,82.62,106.1,77.46,141.23,56.44,160.37,65.39,1,1,1,1,2,high
CYCLING,105.34,113.66,93.72,104.81,43.91,164.82,69.76,0,1,1,1,2,high
HOCKEY,88.66,112.29,73.31,123.36,55.06,148.7,73.5,1,1,1,1,2,high
SWIMMING,103.34,98.88,46.75,178.63,41.42,156.29,62.33,0,1,1,1,3,critical
SWIMMING,134.71,140.02,70.99,168.94,24.2,167.08,83.27,0,0,0,0,1,moderate
HOCKEY,128.39,138.57,124.98,100.56,34.49,172.45,86.25,0,0,1,0,0,low
BADMINTON,117.24,130.88,103.84,155.12,29.89,161.71,71.51,0,1,0,1,1,moderate
TENNIS,126.2,151.08,113.12,164.98,21.42,155.87,71.01,0,1,1,1,1,moderate
AMERICAN_FOOTBALL,94.1,113.73,58.34,119.78,43.74,147.58,59.1,0,1,1,1,2,high
AMERICAN_FOOTBALL,71.23,87.55,52.18,167.35,67.2,139.97,47.96,1,1,1,1,3,critical
BOXING,121.08,118.77,151.32,114.15,25.26,164.35,73.04,0,1,0,1,1,moderate
VOLLEYBALL,89.14,128.97,68.01,177.38,36.3,156.0,60.1,0,1,1,1,2,high
CYCLING,103.5,125.26,78.95,96.97,36.24,157.25,59.59,1,1,1,1,2,high
BADMINTON,135.08,146.63,94.03,163.19,17.63,176.29,73.14,0,0,0,1,0,low
WRESTLING,92.13,131.58,111.32,118.13,13.02,167.1,90.27,0,0,0,0,0,low
TRACK,107.57,134.69,57.25,99.47,27.64,159.95,74.21,0,1,0,1,2,high
BASEBALL,87.75,100.03,36.81,181.86,56.47,145.55,52.43,0,1,1,1,3,critical
WRESTLING,88.11,126.44,81.22,139.99,47.23,163.67,67.89,0,1,1,1,1,moderate
HOCKEY,130.86,140.6,114.42,86.11,38.97,171.86,81.59,0,0,1,0,0,low
VOLLEYBALL,134.06,152.59,130.69,113.94,20.87,173.11,93.39,0,0,0,0,0,low
HOCKEY,87.68,122.47,85.83,116.11,58.26,152.01,62.36,1,1,1,1,2,high
RUGBY,102.74,121.85,58.02,140.88,53.47,148.45,59.43,1,1,1,1,2,high
BASKETBALL,86.0,137.34,93.36,125.31,29.48,153.95,64.22,0,1,0,1,2,high
VOLLEYBALL,76.95,125.32,81.26,165.85,24.43,157.34,76.94,1,1,0,1,2,high
VOLLEYBALL,67.53,99.14,53.55,167.51,49.29,137.51,45.28,1,1,1,1,3,critical
CYCLING,148.06,147.63,126.49,64.94,22.23,177.06,93.28,0,0,0,0,0,low
SWIMMING,97.04,117.78,54.08,184.43,37.65,151.45,59.91,0,1,1,1,3,critical
RUGBY,106.04,125.83,100.71,131.01,32.84,164.36,69.74,0,1,1,1,1,moderate
CYCLING,119.97,133.94,120.66,86.25,32.35,170.38,85.54,0,0,1,0,1,moderate
CRICKET,81.7,115.17,51.63,173.1,43.24,152.62,63.74,1,1,1,1,2,high
OTHER,141.69,157.51,126.71,101.84,12.2,173.86,87.81,0,0,0,0,0,low
AMERICAN_FOOTBALL,94.45,108.85,68.0,124.79,58.1,157.18,52.61,1,1,1,1,2,high
WRESTLING,47.55,81.21,34.06,178.44,67.76,130.53,48.27,1,1,1,1,3,critical
BOXING,123.33,134.09,152.86,119.68,18.91,162.89,75.84,0,1,0,1,1,moderate
BOXING,151.79,155.37,156.93,85.08,12.39,176.8,88.08,0,0,0,0,0,low
TRACK,127.85,143.2,62.29,81.2,16.69,162.6,86.48,0,1,0,0,1,moderate
SWIMMING,108.47,125.05,72.4,177.66,24.77,153.51,64.44,0,1,1,1,2,high
SOCCER,66.35,122.84,81.03,145.84,48.85,149.68,37.7,1,1,1,1,3,critical
BASKETBALL,63.19,108.26,51.97,166.74,43.3,152.86,52.91,1,1,1,1,3,critical
RUGBY,120.63,120.36,110.06,140.68,41.86,158.31,74.22,0,1,1,1,1,moderate
GYMNASTICS,42.38,46.07,74.19,185.0,74.11,126.46,36.43,1,1,1,1,3,critical
RUGBY,82.97,122.43,75.3,132.66,35.25,151.93,66.65,0,1,1,1,2,high
BOXING,114.91,121.61,131.83,151.49,30.5,161.69,66.83,0,1,1,1,2,high
AMERICAN_FOOTBALL,120.18,134.95,92.81,120.19,31.14,163.84,75.61,0,1,1,1,1,moderate
SOCCER,151.34,160.1,146.92,52.37,6.23,173.27,85.97,0,0,0,0,0,low
CRICKET,55.43,98.33,57.36,183.41,54.69,136.57,50.66,1,1,1,1,3,critical
TENNIS,117.61,140.8,114.5,170.25,25.48,162.24,71.16,0,1,1,1,1,moderate
HOCKEY,131.77,132.65,125.99,86.63,23.14,167.6,93.41,0,0,0,0,0,low
SOCCER,97.49,144.64,106.81,85.18,28.37,159.82,67.32,1,1,0,1,2,high
SWIMMING,97.45,128.65,38.82,185.0,34.47,145.49,51.93,1,1,1,1,3,critical
CYCLING,143.98,157.06,123.55,61.61,21.27,170.52,93.37,0,0,0,0,0,low
CYCLING,128.44,169.14,155.42,88.99,15.59,172.38,89.9,0,0,0,0,0,low
TENNIS,123.18,129.04,110.14,169.41,32.21,165.03,79.78,0,0,1,1,1,moderate
HOCKEY,129.03,146.65,115.39,104.38,18.66,161.8,90.41,0,1,0,0,0,low
TRACK,150.26,170.84,90.07,66.62,12.54,173.61,90.43,0,0,0,0,0,low
OTHER,95.04,113.52,60.15,138.72,40.16,144.28,38.53,1,1,1,1,3,critical
BASKETBALL,140.81,161.2,119.25,92.92,10.82,176.07,91.2,0,0,0,0,0,low
WRESTLING,47.34,78.15,47.8,176.66,83.58,137.95,35.73,0,1,1,1,3,critical
WRESTLING,94.43,121.42,77.31,129.46,41.13,157.96,58.3,0,1,1,1,1,moderate
VOLLEYBALL,70.6,106.43,62.94,185.0,53.19,145.44,52.71,1,1,1,1,3,critical
HOCKEY,102.04,117.06,96.35,104.98,37.41,161.55,68.82,0,1,1,1,1,moderate
BADMINTON,71.39,96.45,50.89,176.39,51.09,150.55,48.21,1,1,1,1,3,critical
SWIMMING,143.03,160.14,108.73,150.95,14.03,173.23,92.52,0,0,0,0,0,low
CYCLING,129.34,135.78,123.24,81.85,37.75,166.7,86.54,0,0,1,0,1,moderate
BOXING,106.86,118.24,114.5,122.9,39.1,155.11,65.95,1,1,1,1,2,high
BADMINTON,114.15,132.15,96.32,172.2,29.54,163.57,76.7,0,1,0,1,1,moderate
BOXING,119.54,126.33,95.46,126.42,29.87,157.78,61.44,0,1,0,1,2,high
RUGBY,100.3,103.86,80.84,144.15,53.93,148.6,64.2,0,1,1,1,2,high
CRICKET,66.07,84.38,47.34,179.74,61.17,140.09,50.87,1,1,1,1,3,critical
BASEBALL,108.11,127.16,59.42,178.35,39.99,156.26,62.13,0,1,1,1,2,high
GYMNASTICS,98.07,99.09,144.22,180.57,41.11,153.42,77.05,0,1,1,1,1,moderate
SWIMMING,151.49,161.58,98.28,155.44,12.21,170.03,92.76,0,0,0,0,0,low
TENNIS,98.14,137.03,132.39,176.11,29.59,166.88,68.7,0,0,0,1,1,moderate
HOCKEY,136.39,150.08,120.2,106.03,20.71,176.33,86.24,0,0,0,0,0,low
TRACK,121.99,154.13,63.41,81.59,18.14,171.11,83.45,0,0,0,0,1,moderate
HOCKEY,100.57,116.82,97.83,93.74,36.57,158.23,69.67,0,1,1,1,1,moderate
HOCKEY,87.56,108.35,67.64,138.14,52.74,155.69,61.87,1,1,1,1,2,high
TENNIS,83.95,98.89,55.82,181.56,53.51,145.85,43.88,1,1,1,1,3,critical
RUGBY,85.53,91.06,40.82,167.31,60.29,144.99,45.77,1,1,1,1,3,critical
CYCLING,147.38,144.58,123.86,83.49,22.73,169.79,90.12,0,0,0,0,0,low
AMERICAN_FOOTBALL,92.81,103.2,63.35,122.75,49.23,155.07,53.49,1,1,1,1,2,high
TENNIS,149.8,160.2,119.76,172.14,23.3,166.56,73.22,0,0,0,1,0,low
